ItemGroup,Item,Site,Item_location,Family_Code,Week,Year,Week_Year,Demand,Prod_Start,POs,R_Create_Date,Receipts,Inventory_PO,Inventory_R,Demand_I,Demand_R,Demand_RI,Inventory_D,Inventory,Transfer_In,Transfer_Out,SS_Weeks,WOS,Sim_Inv,Sim_WOS,VendorId,Week_Date
FUSION BLK/GRAY BEDROOM,20061751053,3010,20061751053_3010,900BR,17,2024,17_2024,12,0,0,null,0,-41,0,0,0,0,0,-41.0,0.0,0.0,7.0,-3.22,-41.0,-3.22,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751065,3200,20061751065_3200,900BR,17,2024,17_2024,9,0,0,2023-11-10,13,-67,0,0,0,0,0,-67.0,0.0,0.0,7.0,-7.44,-15.0,-1.67,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751002,3200,20061751002_3200,900BR,17,2024,17_2024,1,0,0,2023-11-28,2,-3,0,0,0,0,0,-3.0,0.0,0.0,7.0,-3.0,-3.0,-3.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751033,3210,20061751033_3210,900BR,17,2024,17_2024,4,0,0,2023-11-28,13,-35,0,0,0,0,0,-35.0,0.0,0.0,7.0,-8.75,-9.0,-2.25,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751058,3010,20061751058_3010,900BR,17,2024,17_2024,13,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,7.0,-0.07,-1.0,-0.07,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751057,3220,20061751057_3220,900BR,17,2024,17_2024,13,0,0,2024-01-24,48,-115,0,0,0,0,0,-115.0,0.0,0.0,7.0,-8.85,49.0,3.77,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751058,3220,20061751058_3220,900BR,17,2024,17_2024,13,0,0,2024-01-24,29,-114,0,0,0,0,0,-114.0,0.0,0.0,7.0,-8.3,34.0,2.48,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751002,3210,20061751002_3210,900BR,17,2024,17_2024,1,0,0,2023-12-14,5,-7,0,0,0,0,0,-7.0,0.0,0.0,7.0,-7.0,3.0,3.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751053,3220,20061751053_3220,900BR,17,2024,17_2024,9,0,0,2024-01-24,28,-38,0,0,0,0,0,-38.0,0.0,0.0,7.0,-4.22,34.0,3.78,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751002,3220,20061751002_3220,900BR,17,2024,17_2024,1,0,0,null,0,-5,0,0,0,0,0,-5.0,0.0,0.0,7.0,-5.0,7.0,7.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751061,3000,20061751061_3000,900BR,17,2024,17_2024,8,0,0,2023-11-21,13,-67,0,0,0,0,0,-67.0,0.0,0.0,7.0,-8.38,20.0,2.5,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751001,3010,20061751001_3010,900BR,17,2024,17_2024,1,0,0,null,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,0.0,10.0,10.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751052,3220,20061751052_3220,900BR,17,2024,17_2024,6,0,0,null,0,-33,0,0,0,0,0,-33.0,0.0,0.0,7.0,-4.91,9.0,1.34,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751057,3210,20061751057_3210,900BR,17,2024,17_2024,14,0,0,2023-11-28,43,-120,0,0,0,0,0,-120.0,0.0,0.0,7.0,-8.15,6.0,0.41,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751058,3210,20061751058_3210,900BR,17,2024,17_2024,14,0,0,2023-11-28,51,-82,0,0,0,0,0,-82.0,0.0,0.0,7.0,-5.57,33.0,2.24,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751033,3010,20061751033_3010,900BR,17,2024,17_2024,3,0,0,null,0,13,0,0,0,0,0,13.0,0.0,0.0,7.0,4.33,35.0,11.67,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751052,3010,20061751052_3010,900BR,17,2024,17_2024,10,0,0,null,0,-49,0,0,0,0,0,-49.0,0.0,0.0,7.0,-4.57,-49.0,-4.57,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751053,3210,20061751053_3210,900BR,17,2024,17_2024,15,0,0,2023-11-10,13,-51,0,0,0,0,0,-51.0,0.0,0.0,7.0,-3.24,66.0,4.2,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751052,3200,20061751052_3200,900BR,17,2024,17_2024,7,0,0,2023-11-28,17,-44,0,0,0,0,0,-44.0,0.0,0.0,7.0,-6.29,7.0,1.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751001,3000,20061751001_3000,900BR,17,2024,17_2024,1,0,0,2023-11-21,3,-9,0,0,0,0,0,-9.0,0.0,0.0,7.0,-9.0,-2.0,-2.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751057,3000,20061751057_3000,900BR,17,2024,17_2024,19,0,0,null,0,-34,0,0,0,0,0,-34.0,0.0,0.0,7.0,-1.72,-34.0,-1.72,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751057,3200,20061751057_3200,900BR,17,2024,17_2024,12,0,0,2023-11-28,24,-88,0,0,0,0,0,-88.0,0.0,0.0,7.0,-7.33,-9.0,-0.75,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751061,3210,20061751061_3210,900BR,17,2024,17_2024,11,0,0,2023-11-28,110,-87,0,0,0,0,0,-87.0,0.0,0.0,7.0,-7.72,100.0,8.87,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751061,3220,20061751061_3220,900BR,17,2024,17_2024,6,0,0,2024-01-24,4,-49,0,0,0,0,0,-49.0,0.0,0.0,7.0,-8.17,50.0,8.33,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751058,3000,20061751058_3000,900BR,17,2024,17_2024,19,0,0,null,0,-119,0,0,0,0,0,-119.0,0.0,0.0,7.0,-5.95,0.0,0.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751002,3000,20061751002_3000,900BR,17,2024,17_2024,1,0,0,2023-11-21,2,0,0,0,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751002,3010,20061751002_3010,900BR,17,2024,17_2024,1,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,7.0,-1.0,8.0,8.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751065,3220,20061751065_3220,900BR,17,2024,17_2024,8,0,0,null,0,-44,0,0,0,0,0,-44.0,0.0,0.0,7.0,-5.04,-44.0,-5.04,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751053,3200,20061751053_3200,900BR,17,2024,17_2024,8,0,0,2023-11-28,20,-45,0,0,0,0,0,-45.0,0.0,0.0,7.0,-5.16,15.0,1.72,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751058,3200,20061751058_3200,900BR,17,2024,17_2024,12,0,0,2023-11-28,25,-82,0,0,0,0,0,-82.0,0.0,0.0,7.0,-6.44,-7.0,-0.55,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751001,3200,20061751001_3200,900BR,17,2024,17_2024,1,0,0,2023-11-10,1,-3,0,0,0,0,0,-3.0,0.0,0.0,7.0,-3.0,-3.0,-3.0,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751057,3010,20061751057_3010,900BR,17,2024,17_2024,14,0,0,null,0,7,0,0,0,0,0,7.0,0.0,0.0,7.0,0.48,7.0,0.48,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751033,3200,20061751033_3200,900BR,17,2024,17_2024,2,0,0,2023-11-10,4,12,0,0,0,0,0,12.0,0.0,0.0,7.0,5.28,33.0,14.52,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751065,3210,20061751065_3210,900BR,17,2024,17_2024,11,0,0,2023-11-28,33,-97,0,0,0,0,0,-97.0,0.0,0.0,7.0,-8.82,-18.0,-1.64,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751061,3010,20061751061_3010,900BR,17,2024,17_2024,3,0,0,null,0,-19,0,0,0,0,0,-19.0,0.0,0.0,7.0,-5.81,-1.0,-0.31,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751065,3000,20061751065_3000,900BR,17,2024,17_2024,17,0,0,2023-11-21,12,-152,0,0,0,0,0,-152.0,0.0,0.0,7.0,-8.57,-7.0,-0.39,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751065,3010,20061751065_3010,900BR,17,2024,17_2024,13,0,0,null,0,-4,0,0,0,0,0,-4.0,0.0,0.0,7.0,-0.29,129.0,9.4,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751033,3000,20061751033_3000,900BR,17,2024,17_2024,5,0,0,null,0,-12,0,0,0,0,0,-12.0,0.0,0.0,7.0,-2.4,-12.0,-2.4,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751052,3000,20061751052_3000,900BR,17,2024,17_2024,14,0,0,null,0,-101,0,0,0,0,0,-101.0,0.0,0.0,7.0,-7.08,-4.0,-0.28,20008777,04/28/2024
FUSION BLK/GRAY BEDROOM,20061751061,3200,20061751061_3200,900BR,18,2024,18_2024,6,0,0,null,0,10,0,0,0,0,0,10.0,0.0,0.0,7.0,1.67,10.0,1.67,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751001,3220,20061751001_3220,900BR,18,2024,18_2024,1,0,0,null,0,-5,0,0,0,0,0,-5.0,0.0,0.0,7.0,-5.0,8.0,8.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751033,3220,20061751033_3220,900BR,18,2024,18_2024,4,0,0,null,0,-16,0,0,0,0,0,-16.0,0.0,0.0,7.0,-4.0,-16.0,-4.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751052,3210,20061751052_3210,900BR,18,2024,18_2024,12,0,0,null,0,-60,0,0,0,0,0,-60.0,0.0,0.0,7.0,-4.85,26.0,2.1,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751001,3210,20061751001_3210,900BR,18,2024,18_2024,1,0,0,null,0,-9,0,0,0,0,0,-9.0,0.0,0.0,7.0,-9.0,0.0,0.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751053,3000,20061751053_3000,900BR,18,2024,18_2024,17,0,0,null,0,-135,0,0,0,0,0,-135.0,0.0,0.0,7.0,-7.77,-6.0,-0.35,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751053,3010,20061751053_3010,900BR,18,2024,18_2024,12,0,0,null,0,-53,0,0,0,0,0,-53.0,0.0,0.0,7.0,-4.13,-53.0,-4.13,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751065,3200,20061751065_3200,900BR,18,2024,18_2024,9,0,0,null,0,-76,0,0,0,0,0,-76.0,0.0,0.0,7.0,-8.44,-24.0,-2.67,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751002,3200,20061751002_3200,900BR,18,2024,18_2024,1,0,0,2023-12-21,18,14,0,0,0,0,0,14.0,0.0,0.0,7.0,14.0,14.0,14.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751033,3210,20061751033_3210,900BR,18,2024,18_2024,4,0,0,null,0,-39,0,0,0,0,0,-39.0,0.0,0.0,7.0,-9.75,-13.0,-3.25,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751058,3010,20061751058_3010,900BR,18,2024,18_2024,13,0,0,null,0,-14,0,0,0,0,0,-14.0,0.0,0.0,7.0,-0.99,-14.0,-0.99,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751057,3220,20061751057_3220,900BR,18,2024,18_2024,13,0,0,null,0,-128,0,0,0,0,0,-128.0,0.0,0.0,7.0,-9.85,36.0,2.77,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751058,3220,20061751058_3220,900BR,18,2024,18_2024,13,0,0,null,0,-127,0,0,0,0,0,-127.0,0.0,0.0,7.0,-9.19,21.0,1.52,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751002,3210,20061751002_3210,900BR,18,2024,18_2024,1,0,0,null,0,-8,0,0,0,0,0,-8.0,0.0,0.0,7.0,-8.0,2.0,2.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751053,3220,20061751053_3220,900BR,18,2024,18_2024,9,0,0,null,0,-47,0,0,0,0,0,-47.0,0.0,0.0,7.0,-5.22,25.0,2.78,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751002,3220,20061751002_3220,900BR,18,2024,18_2024,1,0,0,null,0,-6,0,0,0,0,0,-6.0,0.0,0.0,7.0,-6.0,6.0,6.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751061,3000,20061751061_3000,900BR,18,2024,18_2024,8,0,0,null,0,-75,0,0,0,0,0,-75.0,0.0,0.0,7.0,-9.38,12.0,1.5,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751001,3010,20061751001_3010,900BR,18,2024,18_2024,1,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,7.0,-1.0,9.0,9.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751052,3220,20061751052_3220,900BR,18,2024,18_2024,6,0,0,null,0,-39,0,0,0,0,0,-39.0,0.0,0.0,7.0,-5.72,3.0,0.44,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751057,3210,20061751057_3210,900BR,18,2024,18_2024,14,0,0,null,0,-134,0,0,0,0,0,-134.0,0.0,0.0,7.0,-9.04,-8.0,-0.54,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751058,3210,20061751058_3210,900BR,18,2024,18_2024,14,0,0,null,0,-96,0,0,0,0,0,-96.0,0.0,0.0,7.0,-6.48,19.0,1.28,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751033,3010,20061751033_3010,900BR,18,2024,18_2024,3,0,0,null,0,10,0,0,0,0,0,10.0,0.0,0.0,7.0,3.33,32.0,10.67,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751052,3010,20061751052_3010,900BR,18,2024,18_2024,10,0,0,null,0,-59,0,0,0,0,0,-59.0,0.0,0.0,7.0,-5.45,-59.0,-5.45,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751053,3210,20061751053_3210,900BR,18,2024,18_2024,15,0,0,null,0,-66,0,0,0,0,0,-66.0,0.0,0.0,7.0,-4.17,51.0,3.22,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751052,3200,20061751052_3200,900BR,18,2024,18_2024,7,0,0,2023-12-21,36,-51,0,0,0,0,0,-51.0,0.0,0.0,7.0,-7.29,36.0,5.14,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751001,3000,20061751001_3000,900BR,18,2024,18_2024,1,0,0,null,0,-10,0,0,0,0,0,-10.0,0.0,0.0,7.0,-10.0,-3.0,-3.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751057,3000,20061751057_3000,900BR,18,2024,18_2024,19,0,0,null,0,-53,0,0,0,0,0,-53.0,0.0,0.0,7.0,-2.67,-53.0,-2.67,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751057,3200,20061751057_3200,900BR,18,2024,18_2024,12,0,0,2023-12-21,36,-100,0,0,0,0,0,-100.0,0.0,0.0,7.0,-8.33,15.0,1.25,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751061,3210,20061751061_3210,900BR,18,2024,18_2024,11,0,0,null,0,-98,0,0,0,0,0,-98.0,0.0,0.0,7.0,-8.62,89.0,7.83,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751061,3220,20061751061_3220,900BR,18,2024,18_2024,6,0,0,null,0,-55,0,0,0,0,0,-55.0,0.0,0.0,7.0,-9.17,44.0,7.33,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751058,3000,20061751058_3000,900BR,18,2024,18_2024,19,0,0,null,0,-138,0,0,0,0,0,-138.0,0.0,0.0,7.0,-6.84,-19.0,-0.94,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751002,3000,20061751002_3000,900BR,18,2024,18_2024,1,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,7.0,-1.0,-1.0,-1.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751002,3010,20061751002_3010,900BR,18,2024,18_2024,1,0,0,null,0,-2,0,0,0,0,0,-2.0,0.0,0.0,7.0,-2.0,7.0,7.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751065,3220,20061751065_3220,900BR,18,2024,18_2024,8,0,0,null,0,-52,0,0,0,0,0,-52.0,0.0,0.0,7.0,-5.9,-52.0,-5.9,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751053,3200,20061751053_3200,900BR,18,2024,18_2024,8,0,0,2023-12-21,47,-53,0,0,0,0,0,-53.0,0.0,0.0,7.0,-6.01,54.0,6.12,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751058,3200,20061751058_3200,900BR,18,2024,18_2024,12,0,0,2023-12-21,25,-94,0,0,0,0,0,-94.0,0.0,0.0,7.0,-7.33,6.0,0.47,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751001,3200,20061751001_3200,900BR,18,2024,18_2024,1,0,0,2023-12-21,19,15,0,0,0,0,0,15.0,0.0,0.0,7.0,15.0,15.0,15.0,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751057,3010,20061751057_3010,900BR,18,2024,18_2024,14,0,0,null,0,-7,0,0,0,0,0,-7.0,0.0,0.0,7.0,-0.47,-7.0,-0.47,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751033,3200,20061751033_3200,900BR,18,2024,18_2024,2,0,0,null,0,10,0,0,0,0,0,10.0,0.0,0.0,7.0,4.23,31.0,13.12,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751065,3210,20061751065_3210,900BR,18,2024,18_2024,11,0,0,null,0,-108,0,0,0,0,0,-108.0,0.0,0.0,7.0,-9.82,-29.0,-2.64,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751061,3010,20061751061_3010,900BR,18,2024,18_2024,3,0,0,null,0,-22,0,0,0,0,0,-22.0,0.0,0.0,7.0,-6.54,-4.0,-1.19,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751065,3000,20061751065_3000,900BR,18,2024,18_2024,17,0,0,null,0,-169,0,0,0,0,0,-169.0,0.0,0.0,7.0,-9.48,-24.0,-1.35,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751065,3010,20061751065_3010,900BR,18,2024,18_2024,13,0,0,null,0,-17,0,0,0,0,0,-17.0,0.0,0.0,7.0,-1.23,116.0,8.39,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751033,3000,20061751033_3000,900BR,18,2024,18_2024,5,0,0,null,0,-17,0,0,0,0,0,-17.0,0.0,0.0,7.0,-3.4,-17.0,-3.4,20008777,05/05/2024
FUSION BLK/GRAY BEDROOM,20061751052,3000,20061751052_3000,900BR,18,2024,18_2024,14,0,0,null,0,-115,0,0,0,0,0,-115.0,0.0,0.0,7.0,-8.01,-18.0,-1.25,20008777,05/05/2024
MONTANA WHITE ET,20044869015,3000,20044869015_3000,1008,9,2024,9_2024,1,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,4.0,-1.0,-1.0,-1.0,20008777,03/03/2024
MONTANA WHITE ET,20044869016,3220,20044869016_3220,1008,9,2024,9_2024,1,0,0,null,0,2,0,0,0,0,0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,20008777,03/03/2024
MONTANA WHITE ET,20044869015,3010,20044869015_3010,1008,9,2024,9_2024,1,0,0,null,0,3,0,0,0,0,0,3.0,0.0,0.0,4.0,3.0,3.0,3.0,20008777,03/03/2024
MONTANA WHITE ET,20044869015,3220,20044869015_3220,1008,9,2024,9_2024,1,0,0,null,0,11,0,0,0,0,0,11.0,0.0,0.0,4.0,11.0,11.0,11.0,20008777,03/03/2024
MONTANA WHITE ET,20044869016,3000,20044869016_3000,1008,9,2024,9_2024,1,0,0,null,0,9,0,0,0,0,0,9.0,0.0,0.0,4.0,9.0,9.0,9.0,20008777,03/03/2024
MONTANA WHITE ET,20044869016,3010,20044869016_3010,1008,9,2024,9_2024,1,0,0,null,0,2,0,0,0,0,0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,20008777,03/03/2024
MONTANA WHITE ET,20044869015,3210,20044869015_3210,1008,9,2024,9_2024,1,0,0,null,0,6,0,0,0,0,0,6.0,0.0,0.0,4.0,6.0,6.0,6.0,20008777,03/03/2024
MONTANA WHITE ET,20044869016,3200,20044869016_3200,1008,9,2024,9_2024,1,0,0,null,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20008777,03/03/2024
MONTANA WHITE ET,20044869015,3200,20044869015_3200,1008,9,2024,9_2024,1,0,0,null,0,6,0,0,0,0,0,6.0,0.0,0.0,4.0,6.0,6.0,6.0,20008777,03/03/2024
MONTANA WHITE ET,20044869016,3210,20044869016_3210,1008,9,2024,9_2024,1,0,0,null,0,1,0,0,0,0,0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,20008777,03/03/2024
MONTANA WHITE ET,20044869015,3000,20044869015_3000,1008,10,2024,10_2024,1,0,0,null,0,-2,0,0,0,0,0,-2.0,0.0,0.0,4.0,-2.0,-2.0,-2.0,20008777,03/10/2024
MONTANA WHITE ET,20044869016,3220,20044869016_3220,1008,10,2024,10_2024,1,0,0,null,0,1,0,0,0,0,0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,20008777,03/10/2024
MONTANA WHITE ET,20044869015,3010,20044869015_3010,1008,10,2024,10_2024,1,0,0,null,0,2,0,0,0,0,0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,20008777,03/10/2024
MONTANA WHITE ET,20044869015,3220,20044869015_3220,1008,10,2024,10_2024,1,0,0,null,0,10,0,0,0,0,0,10.0,0.0,0.0,4.0,10.0,10.0,10.0,20008777,03/10/2024
MONTANA WHITE ET,20044869016,3000,20044869016_3000,1008,10,2024,10_2024,1,0,0,null,0,8,0,0,0,0,0,8.0,0.0,0.0,4.0,8.0,8.0,8.0,20008777,03/10/2024
MONTANA WHITE ET,20044869016,3010,20044869016_3010,1008,10,2024,10_2024,1,0,0,null,0,1,0,0,0,0,0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,20008777,03/10/2024
MONTANA WHITE ET,20044869015,3210,20044869015_3210,1008,10,2024,10_2024,1,0,0,null,0,5,0,0,0,0,0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,20008777,03/10/2024
MONTANA WHITE ET,20044869016,3200,20044869016_3200,1008,10,2024,10_2024,1,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,4.0,-1.0,-1.0,-1.0,20008777,03/10/2024
MONTANA WHITE ET,20044869015,3200,20044869015_3200,1008,10,2024,10_2024,1,0,0,null,0,5,0,0,0,0,0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,20008777,03/10/2024
MONTANA WHITE ET,20044869016,3210,20044869016_3210,1008,10,2024,10_2024,1,0,0,null,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20008777,03/10/2024
MONTANA WHITE ET,20044869015,3000,20044869015_3000,1008,11,2024,11_2024,1,0,0,null,0,-3,0,0,0,0,0,-3.0,0.0,0.0,4.0,-3.0,-3.0,-3.0,20008777,03/17/2024
MONTANA WHITE ET,20044869016,3220,20044869016_3220,1008,11,2024,11_2024,1,0,0,null,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20008777,03/17/2024
MONTANA WHITE ET,20044869015,3010,20044869015_3010,1008,11,2024,11_2024,1,0,0,null,0,1,0,0,0,0,0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,20008777,03/17/2024
MONTANA WHITE ET,20044869015,3220,20044869015_3220,1008,11,2024,11_2024,1,0,0,null,0,9,0,0,0,0,0,9.0,0.0,0.0,4.0,9.0,9.0,9.0,20008777,03/17/2024
MONTANA WHITE ET,20044869016,3000,20044869016_3000,1008,11,2024,11_2024,1,0,0,null,0,7,0,0,0,0,0,7.0,0.0,0.0,4.0,7.0,7.0,7.0,20008777,03/17/2024
MONTANA WHITE ET,20044869016,3010,20044869016_3010,1008,11,2024,11_2024,1,0,0,null,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20008777,03/17/2024
MONTANA WHITE ET,20044869015,3210,20044869015_3210,1008,11,2024,11_2024,1,0,0,null,0,4,0,0,0,0,0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,20008777,03/17/2024
MONTANA WHITE ET,20044869016,3200,20044869016_3200,1008,11,2024,11_2024,1,0,0,2023-10-19,6,-2,0,0,0,0,0,-2.0,0.0,0.0,4.0,-2.0,4.0,4.0,20008777,03/17/2024
MONTANA WHITE ET,20044869015,3200,20044869015_3200,1008,11,2024,11_2024,1,0,0,2023-10-19,2,4,0,0,0,0,0,4.0,0.0,0.0,4.0,4.0,6.0,6.0,20008777,03/17/2024
MONTANA WHITE ET,20044869016,3210,20044869016_3210,1008,11,2024,11_2024,1,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,4.0,-1.0,-1.0,-1.0,20008777,03/17/2024
MONTANA WHITE ET,20044869015,3000,20044869015_3000,1008,12,2024,12_2024,1,0,0,null,0,-4,0,0,0,0,0,-4.0,0.0,0.0,4.0,-4.0,-4.0,-4.0,20008777,03/24/2024
MONTANA WHITE ET,20044869016,3220,20044869016_3220,1008,12,2024,12_2024,1,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,4.0,-1.0,-1.0,-1.0,20008777,03/24/2024
MONTANA WHITE ET,20044869015,3010,20044869015_3010,1008,12,2024,12_2024,1,0,0,null,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20008777,03/24/2024
MONTANA WHITE ET,20044869015,3220,20044869015_3220,1008,12,2024,12_2024,1,0,0,null,0,8,0,0,0,0,0,8.0,0.0,0.0,4.0,8.0,8.0,8.0,20008777,03/24/2024
MONTANA WHITE ET,20044869016,3000,20044869016_3000,1008,12,2024,12_2024,1,0,0,null,0,6,0,0,0,0,0,6.0,0.0,0.0,4.0,6.0,6.0,6.0,20008777,03/24/2024
MONTANA WHITE ET,20044869016,3010,20044869016_3010,1008,12,2024,12_2024,1,0,0,null,0,-1,0,0,0,0,0,-1.0,0.0,0.0,4.0,-1.0,-1.0,-1.0,20008777,03/24/2024
MONTANA WHITE ET,20044869015,3210,20044869015_3210,1008,12,2024,12_2024,1,0,0,null,0,3,0,0,0,0,0,3.0,0.0,0.0,4.0,3.0,3.0,3.0,20008777,03/24/2024
MONTANA WHITE ET,20044869016,3200,20044869016_3200,1008,12,2024,12_2024,1,0,0,2023-09-21,3,-3,0,0,0,0,0,-3.0,0.0,0.0,4.0,-3.0,6.0,6.0,20008777,03/24/2024
MONTANA WHITE ET,20044869015,3200,20044869015_3200,1008,12,2024,12_2024,1,0,0,null,0,3,0,0,0,0,0,3.0,0.0,0.0,4.0,3.0,5.0,5.0,20008777,03/24/2024
MONTANA WHITE ET,20044869016,3210,20044869016_3210,1008,12,2024,12_2024,1,0,0,null,0,-2,0,0,0,0,0,-2.0,0.0,0.0,4.0,-2.0,-2.0,-2.0,20008777,03/24/2024
